,Name,Cusines,Dining_style,Phone number,Website,Location,Payment Options
413,"
Afternoon Tea at The Connaught
","Afternoon Tea, British, English",Casual Elegant,+44 20 7107 8861,http://www.the-connaught.co.uk/mayfair-restaurants/london-afternoon-tea/,"
The Connaught Carlos Place, London, W1K 2AL
","AMEX, Diners Club, Mastercard, Visa"
414,"
Macellaio RC Battersea
",Italian,Casual Dining,+44 20 3848 4800,http://www.macellaiorc.com/,"
124 Northcote Road, London, SW11 6QU
","AMEX, Discover, JCB, Mastercard, Visa"
415,"
KIKUCHI
","Sushi, Fish",Casual Elegant,+44 20 7637 7720,http://kikuchisushi.com/,"
14 Hanway Street, London, W1T 1UD
","AMEX, JCB, Mastercard, Visa"
416,"
Navarro's Restaurant
","Spanish, Tapas / Small Plates",Casual Dining,+44 20 7637 7713,http://www.navarros-tapas-london.co.uk/,"
67 Charlotte Street, London, W1T 4PH
","AMEX, Mastercard, Visa"
417,"
Dirty Bones Soho
","American, Comfort food, Burgers",Casual Dining,+44 20 3019 9064,http://www.dirty-bones.com/,"
14 Denman Street, London, W1D 7HJ
","Mastercard, Visa"
418,"
Dirty Bones Carnaby
","American, Comfort food, Burgers",Casual Dining,+44 20 3019 9062,http://www.dirty-bones.com/,"
Top Floor, Kingly Court Carnaby Street, London, W1B 5PW
","Mastercard, Visa"
419,"
Dirty Bones Shoreditch
","American, Comfort food, Burgers",Casual Dining,+44 20 3019 9063,http://www.dirty-bones.com/,"
1 Club Row, London, E1 6JX
","Mastercard, Visa"
420,"
The Hideaway Bar
","Burgers, Pizzeria",Casual Dining,+44 20 7561 0779,http://www.thehideawaybar.co.uk/,"
114 Junction Road, London, N19 5LB
","AMEX, Mastercard, Visa"
421,"
Afternoon Tea At Park Terrace
",Afternoon Tea,Casual Dining,+44 20 7361 0602,http://www.royalgardenhotel.co.uk/,"
2-24 Kensington High Street, London, W8 4PT
","AMEX, Diners Club, Mastercard, Visa"
422,"
Dukes London - Afternoon Tea
",Afternoon Tea,Casual Dining,+44 20 7361 0602,http://www.royalgardenhotel.co.uk/,"
35 Saint James's Place, London, SW1A 1NY
","AMEX, Mastercard, Visa"
423,"
Curtis Caribbean Grill & Specialty Cakes
",Caribbean,Casual Dining,+44 20 3489 9119,http://www.facebook.com/curtiscaribbean,"
216 Middle Lane, London, N8 7LA
","Mastercard, Visa"
424,"
The Oh Boy
",Thaï,Casual Dining,+44 20 8947 9760,http://www.ohboythai.co.uk/,"
843 Garratt Lane, London, SW17 0PG
","AMEX, Mastercard, Visa"
425,"
Silver Lining
","Global, International",Casual Dining,+44 20 8510 1782,http://silverlininge9.com/,"
13 Morning Lane, London, E9 6ND
","AMEX, Mastercard, Visa"
426,"
The Kitty Hawk
",Modern European,Casual Elegant,+44 20 3319 9199,http://thekittyhawk.co.uk/,"
13, 14 South Pl. Finsbury, London, EC2M 7EB
","AMEX, Mastercard, Visa"
427,"
temper City
","Steakhouse, Steak, Barbecue",Casual Elegant,+44 20 3004 6984,http://www.temperrestaurant.com/,"
2 Angel Court, London, EC2R 7HJ
","AMEX, Mastercard, Visa"
428,"
Angelus Restaurant
",French,Casual Elegant,+44 20 7402 0083,http://www.angelusrestaurant.co.uk/,"
4 Bathurst Street, London, W2 2SD
","AMEX, JCB, Mastercard, Visa"
429,"
1n1 fashion n pizza
","Italian, Pizzeria, Contemporary Italian",Home Style,+44 7763 253340,http://www.1n1fashionnpizza.com/,"
54 Middlesex Street, London, E1 7EZ
","AMEX, Mastercard, Visa"
430,"
Cinnamon Kitchen Battersea
",Indian,Casual Elegant,+44 20 3995 5075,http://www.cinnamon-kitchen.com/battersea,"
4 Arches Lane, London, SW11 8AB
","AMEX, JCB, Mastercard, Visa"
431,"
Freak Scene
","Asian, Creative Japanese, Pan-Asian",Casual Elegant,+44 20 3995 5075,http://www.freakscenerestaurants.com/,"
28 Parsons Green Lane, London, SW6 4HS
","AMEX, Mastercard, Visa"
432,"
The Grafton Arms
",Gastro Pub,Casual Dining,+44 20 7387 7923,http://www.graftonarms.co.uk/,"
72 Grafton Way, London, W1T 5DU
","AMEX, Mastercard, Visa"
433,"
Piccola Italia Ealing
","Italian, Vegan, Seafood",Casual Dining,+44 20 8840 0700,http://www.piccolaitaliaealing.com/,"
21 The Green, London, W5 5DA
","AMEX, Mastercard, Pay with OpenTable, Visa"
434,"
Tupi
","Global, International, South American, Italian",Casual Dining,+44 20 7635 5949,http://tupilondon.com/,"
206 Rye Lane, London, SE15 4NL
","AMEX, Mastercard, Visa"
435,"
The Running Horse
",British,Casual Dining,+44 20 3883 8286,http://www.therunninghorsealdgate.co.uk/,"
7 Piazza Walk Leman Street, London, E1 8FU
","AMEX, Mastercard, Visa"
436,"
Kilikya Mile End
",Turkish,Casual Dining,+44 20 8980 2986,http://www.kilikyagroup.co.uk/,"
44A Palmers Road, London, E2 0TA
","Mastercard, Visa"
437,"
TAKA Mayfair
",Japanese,Casual Elegant,+44 20 3637 7677,http://takalondon.com/,"
Shepherd Market, London, W1J 7QH
","AMEX, Mastercard, Visa"
438,"
Fiume
",Italian,Casual Dining,+44 20 3904 9010,http://www.fiume-restaurant.co.uk/,"
Circus West, London, SW8 5BN
","Mastercard, Visa"
439,"
Room 43
","Middle Eastern, Persian, Tapas / Small Plates",Casual Elegant,+44 20 7924 3360,http://www.room43.co.uk/,"
43 Lavender Hill, London, SW11 5QW
","Mastercard, Visa"
440,"
Moc Kitchen
",Vietnamese,Casual Dining,+44 20 7839 1420,http://mockitchen.co.uk/,"
Unit 2,9,10 The Arches, London, WC2N 6NG
","AMEX, Mastercard, Visa"
441,"
The Drunken Butler
","French, Persian",Casual Dining,+44 20 7101 4020,http://www.thedrunkenbutler.com/,"
20 Rosebery Avenue, London, EC1R 4SX
","AMEX, Mastercard, Visa"
442,"
Dirty Bones Kensington
","American, Comfort food, Burgers",Casual Dining,+44 20 3019 9061,http://www.dirty-bones.com/,"
20 Kensington Church Street, London, W8 4EP
","Mastercard, Visa"
443,"
Afternoon Tea at Fifth Floor Bar
",Afternoon Tea,Casual Dining,+44 20 7235 5250,http://www.harveynichols.com/restaurant/knightsbridge-dining/cafe-and-terrace,"
109-125 Knightsbridge Belgravia, London, SW1X 7RJ
","AMEX, Mastercard, Visa"
444,"
Fifth Floor Bar at Harvey Nichols Knightsbridge
",Modern European,Casual Dining,+44 20 7823 1839,https://www.harveynichols.com/restaurant/knightsbridge-dining/fifth-floor-bar/,"
109-125 Knightsbridge, London, SW1X 7RJ
","AMEX, Mastercard, Visa"
445,"
Indian Moment – Battersea Rise
","Indian, Contemporary Indian, Halal",Casual Dining,+44 20 7223 6575,http://www.indianmoment.co.uk/,"
44 Battersea Rise, London, SW11 1EE
","AMEX, Mastercard, Visa"
446,"
Rambla
","Spanish, French, Fusion / Eclectic",Casual Dining,+44 20 7734 8428,http://ramblalondon.com/,"
64 Dean Street, London, W1D 4QQ
","AMEX, Mastercard, Visa"
447,"
Pie Republic
",English,Casual Dining,+44 20 8552 8245,http://pierepublic.co.uk/,"
80 Upton Lane Forest Gate, London, E7 9LW
","Mastercard, Visa"
448,"
Bread Centrale
","Modern European, Contemporary European, Steak",Casual Dining,+44 20 7978 5055,http://breadcentrale.co.uk/,"
Unit C Moasses House Plantation Wharf, Cotton Row, London, SW11 3TN
","Mastercard, Visa"
449,"
Zizzi - Westfield
",Italian,Casual Dining,+44 20 8740 3222,http://www.zizzi.co.uk/italian/restaurants/london/shephards-bush,"
South West Mall Westfield White City, London, W12 7GB
","AMEX, Mastercard, Visa"
450,"
Chit Chaat Chai
","Indian, Halal",Casual Dining,+44 20 8480 2364,http://www.chitchaatchai.com/,"
356 Old York Road, London, SW18 1SS
","AMEX, Mastercard, Visa"
451,"
Bowling Bird
",Mediterranean,Casual Elegant,+44 20 7324 7742,http://www.bowlingbird.com/,"
44 Cloth Fair, London, EC1A 7JQ
","Mastercard, Visa"
452,"
HERE - Crouch End
","Contemporary British, Fusion / Eclectic, Tapas / Small Plates",Casual Dining,+44 20 8347 7546,http://www.herecrouchend.co.uk/,"
1 Park Road, London, N8 8TE
","AMEX, Mastercard, Visa"
453,"
Da Henrietta
","Italian, Contemporary Italian, Regional Italian (Sardinia)",Casual Dining,+44 20 3794 5314,http://www.henriettahotel.com/,"
14-15 Henrietta Street, London, WC2E 8QH
","AMEX, Mastercard, Visa"
454,"
ASK Italian London - Gloucester Arcade
",Italian,Casual Dining,+44 20 3802 3325,http://www.askitalian.co.uk/restaurant/london-gloucester-arcade/,"
23 - 24 Gloucester Arcade, London, SW7 4SF
","Mastercard, Visa"
455,"
ASK Italian London Park Street
",Italian,Casual Dining,+44 20 3802 3035,http://www.askitalian.co.uk/restaurant/london-park-street/,"
121 - 125 Park Street Marylebone, London, W1K 7JA
","Mastercard, Visa"
456,"
ASK Italian London Spice Quay
",Italian,Casual Dining,+44 20 3092 0201,http://www.askitalian.co.uk/restaurant/london-spice-quay/,"
34 Shad Thames Butlers Wharf, London, SE1 2YG
","Mastercard, Visa"
457,"
ASK Italian London Spring Street
",Italian,Casual Dining,+44 20 3302 0915,http://www.askitalian.co.uk/restaurant/london-spring-street/,"
41- 43 Spring Street, London, W2 1JA
","Mastercard, Visa"
458,"
ASK Italian Northwood
",Italian,Casual Dining,+44 1923 903747,http://www.askitalian.co.uk/restaurant/northwood/,"
35A Green Lane Northwood, London, HA6 2PX
","Mastercard, Visa"
459,"
Noizé
","Modern European, French",Casual Dining,+44 20 7323 1310,http://www.noize-restaurant.co.uk/,"
39 Whitfield Street, London, W1T 2SF
","AMEX, Mastercard, Visa"
460,"
The Great Chase
","British, Farm-to-table",Casual Dining,+44 20 7998 0640,http://www.thegreatchase.co.uk/,"
316 St. John Street, London, EC1V 4NT
","Mastercard, Visa"
461,"
La Tagliata Fitzrovia
",Italian,Casual Elegant,+44 20 3538 7200,http://www.la-tagliata.com/fitzrovia.html,"
45 Grafton Way, London, W1T 5DQ
","AMEX, Mastercard, Visa"
462,"
Yucca
",Tex-Mex,Casual Dining,+44 20 3080 0881,http://www.yucca-fulham.com/,"
496 Fulham Road, London, SW6 5NH
","AMEX, Mastercard, Visa"
463,"
Omar's Place
",Mediterranean,Casual Elegant,+44 7881 777227,http://www.omarsplace.co.uk/,"
13 Cambridge Street, London, SW1V 4PR
","AMEX, Mastercard, Visa"
464,"
Vadi restaurant
",Turkish,Casual Dining,+44 20 8882 2228,http://www.vadipalmersgreen.co.uk/,"
430-434 Green Lanes Palmers Green, London, N13 5XG
","Mastercard, Visa"
465,"
Rossopomodoro - Camden
","Pizzeria, Italian",Casual Dining,+44 20 7424 9900,http://www.rossopomodoro.co.uk/,"
10 Jamestown Road, London, NW1 7BY
","AMEX, Mastercard, Visa"
466,"
Rossopomodoro - Covent Garden
","Pizzeria, Italian",Casual Dining,+44 20 7240 9095,https://www.rossopomodoro.co.uk/,"
50-52 Monmouth Street, London, WC2H 9EP
","AMEX, Mastercard, Visa"
467,"
Rossopomodoro - Hoxton
","Pizzeria, Italian",Casual Dining,+44 20 7739 1899,https://www.rossopomodoro.co.uk/,"
1 Rufus Street, London, N1 6PE
","Mastercard, Visa"
468,"
Boxcar Bar & Grill
","Steakhouse, Burgers, Steak",Casual Dining,+44 20 3006 7000,http://www.boxcar.co.uk/,"
23 New Quebec Street, London, W1H 7SD
","AMEX, Mastercard, Visa"
469,"
MAM
",Vietnamese,Casual Dining,+44 20 7792 2665,http://www.mamlondon.com/,"
16 All Saints Road, London, W11 1HH
","Mastercard, Visa"
470,"
The London Burger Co
",American,Casual Elegant,+44 20 8340 6600,http://www.thelondonburgerco.com/,"
179 Priory Road, London, N8 8NB
","AMEX, Diners Club, Mastercard, Visa"
471,"
Le Merlin
",French,Casual Dining,+44 20 3489 2853,http://www.instagram.com/lemerlin_creperie/,"
78 Lower Clapton Road, London, E5 0RN
","Mastercard, Visa"
472,"
Matsya
","Indian, Seafood, Contemporary Indian",Fine Dining,+44 20 7499 8953,http://www.matsyadining.com/,"
54 Curzon Street, London, W1J 8PG
","AMEX, Mastercard, Visa"
473,"
Parsons
","Fish, Seafood, Modern European",Casual Dining,+44 20 3422 0221,http://www.parsonslondon.co.uk/,"
39 Endell Street, London, WC2H 9BA
","AMEX, Diners Club, Mastercard, Visa"
474,"
The Natural Kitchen Angel Court
","British, Modern European, Continental",Casual Dining,+44 20 7374 8012,http://www.thenaturalkitchen.com/,"
1A Copthall Avenue, London, EC2R 7BH
","AMEX, Mastercard, Visa"
475,"
The Natural Kitchen Aldersgate
","British, Modern European, Continental",Casual Dining,+44 20 7600 7156,http://www.naturalkitchen.co.uk/london-aldersgate/,"
176 Aldersgate Street, London, EC1A 4HU
","AMEX, Mastercard, Visa"
476,"
The Natural Kitchen Trinity Square
","British, Modern European, Continental",Casual Dining,+44 20 7702 4038,https://www.naturalkitchen.co.uk/london-trinity-square/,"
7 Pepys Street, London, EC3N 4AF
","AMEX, Mastercard, Visa"
477,"
The Natural Kitchen Baker Street
","British, Modern European, Continental",Casual Dining,+44 20 7935 0987,http://www.naturalkitchen.co.uk/london-baker-street/,"
55 Baker Street, London, W1U 8EW
","AMEX, Mastercard, Visa"
478,"
The Natural Kitchen St Katharine Docks
","Modern European, British, Continental",Casual Dining,+44 20 7481 3308,http://www.naturalkitchen.co.uk/,"
1 Commodity Quay Tower Bridge, London, E1W 1AZ
","AMEX, Mastercard, Visa"
479,"
Dhaba@49
",Indian,Casual Dining,+44 20 3489 2424,http://dhaba49.com/,"
49 Chippenham Road, London, W9 2AH
","Mastercard, Visa"
480,"
Hide Ground
",British,Casual Elegant,+44 20 3146 8666,http://www.hide.co.uk/,"
85 Piccadilly, London, W1J 7NB
","AMEX, Mastercard, Visa"
481,"
Harry’s Dolce Vita
","Italian, Contemporary Italian, Regional Italian (Sardinia)",Casual Elegant,+44 20 3940 1020,https://www.harrysdolcevita.com/,"
27-31 Basil Street, Knightsbridge, London, SW3 1BB
","AMEX, Mastercard, Visa"
482,"
The Granary Square Brasserie
","Contemporary British, British, Breakfast",Casual Elegant,+44 20 3940 1000,https://www.granarysquarebrasserie.com/,"
1 Granary Square, London, N1C 4AB
","AMEX, Mastercard, Visa"
483,"
Hide Above
",British,Elegant Dining,+44 20 3146 8666,http://www.hide.co.uk/,"
85 Piccadilly, London, W1J 7NB
","AMEX, Mastercard, Visa"
484,"
Forty Dean Street
","Italian, Mediterranean",Casual Elegant,+44 20 7734 1853,http://www.fortydeanstreet.com/,"
40 Dean Street, London, W1D 4PX
","Mastercard, Visa"
485,"
Bluebird Café White City
","International, British",Casual Dining,+44 20 3940 0700,http://bluebirdcafe.co.uk/,"
Television Centre, London, W12 7FR
","AMEX, Mastercard, Visa"
486,"
Yen Restaurant
","Japanese, Sushi, Soba",Fine Dining,+44 20 3915 6976,http://www.yen-london.co.uk/,"
190 Strand 5 Arundel Street, London, WC2R 3DX
","AMEX, Mastercard, Visa"
487,"
Emilia's Crafted Pasta - St Katharine Docks
",Italian,Casual Dining,+44 20 7481 2004,http://www.emiliaspasta.com/,"
Unit C3, Ivory House, London, E1W 1AT
","Mastercard, Visa"
488,"
Ezra's Kitchen
",Italian,Casual Dining,+44 20 7481 2004,http://www.emiliaspasta.com/,"
185A High Road, London, N22 6BA
","AMEX, Mastercard, Visa"
489,"
Firebrand Pizza
",Italian,Casual Dining,+44 20 7724 6764,http://www.firebrandpizza.co.uk/,"
41-43 Lisson Grove, London, NW1 6UB
","Mastercard, Visa"
490,"
Cubé Mayfair
","Japanese, Sushi, Japanese (Washoku)",Fine Dining,+44 20 7165 9506,http://cubemayfair.com/,"
4 Blenheim Street, London, W1S 1LB
","AMEX, Mastercard, Visa"
491,"
O Moinho
",Portuguese,Casual Elegant,+44 20 7498 6333,http://www.omoinho.co.uk/,"
355A Wandsworth Road, London, SW8 2JH
","AMEX, Diners Club, JCB, Mastercard, Visa"
492,"
PHO District
","Vietnamese, Asian",Casual Elegant,+44 20 8748 2548,http://www.phodistrict.co.uk/,"
216 King Street Hammersmith and Fulham, London, W6 0RA
","Mastercard, Visa"
493,"
Eeshi's Kitchen
","Global, International, Halal, Burgers",Casual Dining,+44 20 3609 1766,http://eeshiskitchen.com/index.html,"
Unit G2 Excel Marina, Capital East Appt 21 Western Gateway, Royal Victoria, London, E16 1AT
","AMEX, Mastercard, Visa"
494,"
NYEAT
","Contemporary American, Steak, Seafood",Casual Elegant,+44 20 3674 1783,http://www.nyeat.co.uk/,"
14 Leopold Road, London, SW19 7BD
","AMEX, Mastercard, Visa"
495,"
India India
","Indian, Contemporary Indian, Vegetarian",Casual Dining,+44 20 7353 2898,http://www.indiaindiarestaurant.co.uk/,"
8 Crane Court, London, EC4A 2EJ
","AMEX, Mastercard, Visa"
496,"
Breddos Tacos Soho
","Mexican, Tapas / Small Plates, Cocktail bar",Casual Dining,+44 20 3890 8545,http://www.breddostacos.com/,"
26 Kingly Street, London, W1B 5QD
","AMEX, Mastercard, Visa"
497,"
P.F. Chang's Asian Table
","Chinese, Japanese, Korean",Casual Dining,+44 20 3410 7500,http://www.pfchangs.co.uk/,"
10 Great Newport Street, London, WC2H 7JA
","AMEX, Mastercard, Visa"
498,"
Wright Brothers Battersea
","Seafood, British, Meat",Casual Dining,+44 20 7324 7734,https://thewrightbrothers.co.uk/pages/battersea-seafood-restaurant,"
26 Circus West Village Battersea Power Station, London, SW8 4NN
","AMEX, Mastercard, Visa"
499,"
Arlo's Battersea
","Steak, Vegetarian / Vegan, British",Casual Dining,+44 20 3019 3737,https://www.arlos.co.uk/,"
47 Northcote Road, London, SW11 1NJ
","Mastercard, Visa"
